cohort	sample1	sample2	sample1_tfx	sample2_tfx	tfx_diff	sample1_ploidy	sample2_ploidy	ploidy_diff
europdx_wgs_crc	CRC56_PT_WGS	CRC56_P1_WGS	0.1382	0.9722	0.834	3.016	2.723	0.293
europdx_wgs_crc	CRC56_P1_WGS	CRC56_P5_WGS	0.9722	1.0	0.028	2.723	2.68	0.043
europdx_wgs_crc	CRC57_PT_WGS	CRC57_P1_WGS	0.5473	1.0	0.453	1.97	1.994	0.024
europdx_wgs_crc	CRC57_P1_WGS	CRC57_P6_WGS	1.0	1.0	0.0	1.994	1.969	0.025
europdx_wgs_crc	CRC58_PT_WGS	CRC58_P1_WGS	0.4757	0.9884	0.513	2.869	3.011	0.142
europdx_wgs_crc	CRC58_P1_WGS	CRC58_P6_WGS	0.9884	1.0	0.012	3.011	3.009	0.002
europdx_wgs_crc	CRC59_PT_WGS	CRC59_P1_WGS	0.645	1.0	0.355	2.944	2.919	0.025
europdx_wgs_crc	CRC59_P1_WGS	CRC59_P4_WGS	1.0	0.9605	0.039	2.919	2.843	0.076
europdx_wgs_crc	CRC60_PT_WGS	CRC60_P1_WGS	0.4081	1.0	0.592	2.007	2.005	0.002
europdx_wgs_crc	CRC60_P1_WGS	CRC60_P4_WGS	1.0	1.0	0.0	2.005	2.009	0.004
europdx_wgs_crc	CRC61_PT_WGS	CRC61_P1_WGS	0.5667	1.0	0.433	3.074	3.021	0.053
europdx_wgs_crc	CRC61_P1_WGS	CRC61_P6_WGS	1.0	0.9508	0.049	3.021	3.004	0.017
europdx_wgs_crc	CRC62_PT_WGS	CRC62_P1_WGS	0.5857	0.9487	0.363	3.064	3.004	0.06
europdx_wgs_crc	CRC62_P1_WGS	CRC62_P6_WGS	0.9487	0.9542	0.006	3.004	2.956	0.048
europdx_wgs_crc	CRC63_PT_WGS	CRC63_P1_WGS	0.1691	0.9925	0.823	2.187	3.027	0.84
europdx_wgs_crc	CRC63_P1_WGS	CRC63_P6_WGS	0.9925	1.0	0.007	3.027	3.023	0.004
europdx_wgs_crc	CRC64_PT_WGS	CRC64_P0_WGS	0.4467	0.9706	0.524	2.005	2.003	0.002
europdx_wgs_crc	CRC64_P0_WGS	CRC64_P4_WGS	0.9706	1.0	0.029	2.003	2.006	0.003
europdx_wgs_crc	CRC65_PT_WGS	CRC65_P0_WGS	0.7781	1.0	0.222	2.014	2.015	0.001
europdx_wgs_crc	CRC65_P0_WGS	CRC65_P3_WGS	1.0	1.0	0.0	2.015	2.019	0.004
europdx_wgs_crc	CRC66_PT_WGS	CRC66_P1_WGS	0.6943	1.0	0.306	2.002	2.0	0.002
europdx_wgs_crc	CRC66_P1_WGS	CRC66_P5_WGS	1.0	0.9961	0.004	2.0	2.0	0.0
europdx_wgs_crc	CRC67_P0_WGS	CRC67_P2_WGS	1.0	1.0	0.0	2.03	2.021	0.009
europdx_wgs_crc	CRC68_PT_WGS	CRC68_P1_WGS	0.5829	0.8584	0.276	3.02	3.078	0.058
europdx_wgs_crc	CRC68_P1_WGS	CRC68_P6_WGS	0.8584	0.9817	0.123	3.078	3.016	0.062
europdx_wgs_crc	CRC69_PT_WGS	CRC69_P1_WGS	0.2835	0.9956	0.712	2.013	2.019	0.006
europdx_wgs_crc	CRC69_P1_WGS	CRC69_P6_WGS	0.9956	0.994	0.002	2.019	2.007	0.012
europdx_wgs_crc	CRC70_PT_WGS	CRC70_P1_WGS	0.7634	0.9833	0.22	3.067	3.026	0.041
europdx_wgs_crc	CRC70_P1_WGS	CRC70_P4_WGS	0.9833	0.9877	0.004	3.026	3.012	0.014
europdx_wgs_crc	CRC71_PT_WGS	CRC71_P1_WGS	0.2689	1.0	0.731	2.858	3.036	0.178
europdx_wgs_crc	CRC71_P1_WGS	CRC71_P6_WGS	1.0	1.0	0.0	3.036	3.117	0.081
europdx_wgs_crc	CRC72_PT_WGS	CRC72_P1_WGS	0.1935	0.9713	0.778	3.341	3.052	0.289
europdx_wgs_crc	CRC72_P1_WGS	CRC72_P4_WGS	0.9713	0.9655	0.006	3.052	3.056	0.004
europdx_wgs_crc	CRC73_P1_WGS	CRC73_P4_WGS	1.0	0.9509	0.049	2.0	2.01	0.01
europdx_wgs_crc	CRC74_PT_WGS	CRC74_P1_WGS	0.803	1.0	0.197	3.003	2.995	0.008
europdx_wgs_crc	CRC75_P1_WGS	CRC75_P4_WGS	0.9865	0.9904	0.004	3.004	2.995	0.009
europdx_wgs_crc	CRC77_PT_WGS	CRC77_P0_WGS	0.8981	1.0	0.102	2.005	2.002	0.003
europdx_wgs_crc	CRC77_P0_WGS	CRC77_P3_WGS	1.0	0.991	0.009	2.002	2.005	0.003
europdx_wgs_crc	CRC78_PT_WGS	CRC78_P1_WGS	0.8513	0.9679	0.117	3.004	2.993	0.011
europdx_wgs_crc	CRC78_P1_WGS	CRC78_P4_WGS	0.9679	0.9749	0.007	2.993	2.99	0.003
europdx_wgs_crc	CRC79_PT_WGS	CRC79_P1_WGS	0.2034	1.0	0.797	2.003	1.999	0.004
europdx_wgs_crc	CRC79_P1_WGS	CRC79_P4_WGS	1.0	1.0	0.0	1.999	2.002	0.003
europdx_wgs_crc	CRC80_PT_WGS	CRC80_P1_WGS	0.6378	0.9809	0.343	2.984	2.983	0.001
europdx_wgs_crc	CRC80_P1_WGS	CRC80_P6_WGS	0.9809	0.9883	0.007	2.983	2.982	0.001
europdx_wgs_crc	CRC81_PT_WGS	CRC81_P1_WGS	0.5567	1.0	0.443	2.965	2.993	0.028
europdx_wgs_crc	CRC81_P1_WGS	CRC81_P4_WGS	1.0	1.0	0.0	2.993	2.674	0.319
europdx_wgs_crc	CRC82_PT_WGS	CRC82_P1_WGS	0.7117	0.9806	0.269	2.04	1.995	0.045
europdx_wgs_crc	CRC82_P1_WGS	CRC82_P4_WGS	0.9806	0.9961	0.015	1.995	1.999	0.004
europdx_wgs_crc	CRC83_PT_WGS	CRC83_P0_WGS	0.5544	0.8853	0.331	2.925	2.677	0.248
europdx_wgs_crc	CRC83_P0_WGS	CRC83_P3_WGS	0.8853	0.6843	0.201	2.677	2.8	0.123
europdx_wgs_crc	CRC85_PT_WGS	CRC85_P0_WGS	0.2741	0.9059	0.632	3.096	3.03	0.066
europdx_wgs_crc	CRC85_P0_WGS	CRC85_P3_WGS	0.9059	0.9815	0.076	3.03	2.972	0.058
europdx_wgs_crc	CRC86_PT_WGS	CRC86_P1_WGS	0.4162	1.0	0.584	2.712	3.027	0.315
europdx_wgs_crc	CRC86_P1_WGS	CRC86_P6_WGS	1.0	1.0	0.0	3.027	3.051	0.024
europdx_wgs_crc	CRC87_PT_WGS	CRC87_P1_WGS	0.2361	0.9562	0.72	2.171	3.07	0.899
europdx_wgs_crc	CRC87_P1_WGS	CRC87_P4_WGS	0.9562	1.0	0.044	3.07	2.927	0.143
europdx_wgs_crc	CRC88_PT_WGS	CRC88_P0_WGS	0.8052	0.9709	0.166	1.957	1.964	0.007
europdx_wgs_crc	CRC88_P0_WGS	CRC88_P3_WGS	0.9709	0.9986	0.028	1.964	1.966	0.002
europdx_wgs_crc	CRC89_PT_WGS	CRC89_P0_WGS	0.4372	0.9915	0.554	2.946	2.955	0.009
europdx_wgs_crc	CRC89_P0_WGS	CRC89_P3_WGS	0.9915	0.9557	0.036	2.955	2.959	0.004
europdx_wgs_crc	CRC90_PT_WGS	CRC90_P0_WGS	0.2096	0.9983	0.789	3.064	3.022	0.042
europdx_wgs_crc	CRC90_P0_WGS	CRC90_P3_WGS	0.9983	1.0	0.002	3.022	3.068	0.046
europdx_wgs_crc	CRC91_PT_WGS	CRC91_P1_WGS	0.09144	0.9752	0.884	3.05	3.029	0.021
europdx_wgs_crc	CRC91_P1_WGS	CRC91_P4_WGS	0.9752	1.0	0.025	3.029	3.012	0.017
europdx_wgs_crc	CRC92_PT_WGS	CRC92_P1_WGS	0.5111	0.981	0.47	3.065	3.034	0.031
europdx_wgs_crc	CRC92_P1_WGS	CRC92_P4_WGS	0.981	1.0	0.019	3.034	3.011	0.023
europdx_wgs_crc	CRC93_PT_WGS	CRC93_P1_WGS	0.4243	1.0	0.576	2.796	3.0	0.204
europdx_wgs_crc	CRC93_P1_WGS	CRC93_P4_WGS	1.0	1.0	0.0	3.0	3.008	0.008
europdx_wgs_crc	CRC94_PT_WGS	CRC94_P1_WGS	0.6938	0.9564	0.263	3.009	2.991	0.018
europdx_wgs_crc	CRC94_P1_WGS	CRC94_P3_WGS	0.9564	0.9626	0.006	2.991	2.989	0.002
europdx_wgs_crc	CRC95_PT_WGS	CRC95_P1_WGS	0.4683	0.9866	0.518	2.741	3.029	0.288
europdx_wgs_crc	CRC95_P1_WGS	CRC95_P4_WGS	0.9866	0.9528	0.034	3.029	3.232	0.203
europdx_wgs_crc	CRC96_PT_WGS	CRC96_P1_WGS	0.3717	0.9679	0.596	1.965	1.929	0.036
europdx_wgs_crc	CRC96_P1_WGS	CRC96_P4_WGS	0.9679	0.9871	0.019	1.929	1.928	0.001
europdx_wgs_crc	CRC97_PT_WGS	CRC97_P1_WGS	0.216	0.9902	0.774	2.533	2.013	0.52
europdx_wgs_crc	CRC97_P1_WGS	CRC97_P4_WGS	0.9902	0.9842	0.006	2.013	2.026	0.013
europdx_wgs_crc	CRC98_PT_WGS	CRC98_P0_WGS	0.4126	0.9375	0.525	2.901	3.036	0.135
europdx_wgs_crc	CRC98_P0_WGS	CRC98_P3_WGS	0.9375	1.0	0.062	3.036	3.328	0.292
europdx_wgs_crc	CRC99_PT_WGS	CRC99_P0_WGS	0.2754	1.0	0.725	2.723	3.411	0.688
europdx_wgs_crc	CRC99_P0_WGS	CRC99_P3_WGS	1.0	1.0	0.0	3.411	3.031	0.38
europdx_wgs_crc	CRC100_PT_WGS	CRC100_P0_WGS	0.5714	1.0	0.429	2.039	2.031	0.008
europdx_wgs_crc	CRC100_P0_WGS	CRC100_P3_WGS	1.0	1.0	0.0	2.031	2.052	0.021
europdx_wgs_crc	CRC101_P0_WGS	CRC101_P3_WGS	0.9818	0.9603	0.021	3.014	3.023	0.009
europdx_wgs_crc	CRC1_PT_WGS	CRC1_P3_WGS	0.3582	0.94	0.582	2.978	2.968	0.01
europdx_wgs_crc	CRC2_PT_WGS	CRC2_P6_WGS	0.4583	1.0	0.542	2.004	2.002	0.002
europdx_wgs_crc	CRC3_PT_WGS	CRC3_P5_WGS	0.2956	0.9898	0.694	1.983	1.995	0.012
europdx_wgs_crc	CRC5_PT_WGS	CRC5_P5_WGS	0.4334	1.0	0.567	1.982	1.973	0.009
europdx_wgs_crc	CRC7_PT_WGS	CRC7_P6_WGS	0.4523	0.983	0.531	2.974	3.0	0.026
europdx_wgs_crc	CRC8_PT_WGS	CRC8_P6_WGS	0.5474	0.9956	0.448	2.797	2.819	0.022
europdx_wgs_crc	CRC9_PT_WGS	CRC9_P4_WGS	0.71	1.0	0.29	1.954	2.064	0.11
europdx_wgs_crc	CRC10_PT_WGS	CRC10_P3_WGS	0.5848	1.0	0.415	2.888	3.017	0.129
europdx_wgs_crc	CRC11_PT_WGS	CRC11_P6_WGS	0.5519	1.0	0.448	1.996	1.995	0.001
europdx_wgs_crc	CRC13_PT_WGS	CRC13_P4_WGS	0.3875	0.9885	0.601	2.584	3.05	0.466
europdx_wgs_crc	CRC14_PT_WGS	CRC14_P6_WGS	0.6745	1.0	0.326	2.008	1.686	0.322
europdx_wgs_crc	CRC15_PT_WGS	CRC15_P4_WGS	0.6866	0.9722	0.286	3.046	2.998	0.048
europdx_wgs_crc	CRC16_PT_WGS	CRC16_P6_WGS	0.1567	1.0	0.843	2.995	2.813	0.182
europdx_wgs_crc	CRC17_PT_WGS	CRC17_P6_WGS	0.6363	0.9704	0.334	1.927	1.921	0.006
europdx_wgs_crc	CRC20_PT_WGS	CRC20_P5_WGS	0.7564	1.0	0.244	1.999	1.998	0.001
europdx_wgs_crc	CRC21_PT_WGS	CRC21_P6_WGS	0.6811	0.9723	0.291	2.29	2.026	0.264
europdx_wgs_crc	CRC22_PT_WGS	CRC22_P5_WGS	0.2916	0.9935	0.702	2.011	2.008	0.003
europdx_wgs_crc	CRC23_PT_WGS	CRC23_P6_WGS	0.1667	0.9915	0.825	2.958	2.974	0.016
europdx_wgs_crc	CRC24_PT_WGS	CRC24_P6_WGS	0.1045	1.0	0.895	3.333	2.809	0.524
europdx_wgs_crc	CRC25_PT_WGS	CRC25_P6_WGS	0.422	1.0	0.578	1.985	1.888	0.097
europdx_wgs_crc	CRC27_PT_WGS	CRC27_P6_WGS	0.2351	0.9564	0.721	2.69	3.097	0.407
europdx_wgs_crc	CRC28_PT_WGS	CRC28_P6_WGS	0.6375	1.0	0.363	1.999	2.002	0.003
europdx_wgs_crc	CRC29_PT_WGS	CRC29_P5_WGS	0.5179	0.9986	0.481	2.937	2.976	0.039
europdx_wgs_crc	CRC30_PT_WGS	CRC30_P4_WGS	0.552	0.9952	0.443	1.982	1.976	0.006
europdx_wgs_crc	CRC32_PT_WGS	CRC32_P6_WGS	0.7149	1.0	0.285	2.986	2.952	0.034
europdx_wgs_crc	CRC33_PT_WGS	CRC33_P5_WGS	0.8909	1.0	0.109	2.002	2.001	0.001
europdx_wgs_crc	CRC34_PT_WGS	CRC34_P3_WGS	0.4739	0.982	0.508	2.856	3.18	0.324
europdx_wgs_crc	CRC36_PT_WGS	CRC36_P2_WGS	0.1586	0.9824	0.824	2.9	2.991	0.091
europdx_wgs_crc	CRC37_PT_WGS	CRC37_P5_WGS	0.7665	0.9929	0.226	2.912	2.934	0.022
europdx_wgs_crc	CRC38_PT_WGS	CRC38_P6_WGS	0.3084	0.9814	0.673	3.24	3.011	0.229
europdx_wgs_crc	CRC39_PT_WGS	CRC39_P6_WGS	0.4119	0.699	0.287	2.987	2.84	0.147
europdx_wgs_crc	CRC40_PT_WGS	CRC40_P2_WGS	0.5923	0.9997	0.407	2.008	2.005	0.003
europdx_wgs_crc	CRC41_PT_WGS	CRC41_P4_WGS	0.5147	0.9849	0.47	3.033	3.02	0.013
europdx_wgs_crc	CRC43_PT_WGS	CRC43_P5_WGS	0.2948	0.9241	0.629	2.038	1.744	0.294
europdx_wgs_crc	CRC44_PT_WGS	CRC44_P6_WGS	0.555	0.9958	0.441	1.988	2.001	0.013
europdx_wgs_crc	CRC46_PT_WGS	CRC46_P6_WGS	0.6819	0.9894	0.307	2.984	2.973	0.011
europdx_wgs_crc	CRC47_PT_WGS	CRC47_P5_WGS	0.8535	0.9929	0.139	2.992	2.778	0.214
europdx_wgs_crc	CRC48_PT_WGS	CRC48_P6_WGS	0.7792	0.9062	0.127	2.021	2.037	0.016
europdx_wgs_crc	CRC49_PT_WGS	CRC49_P5_WGS	0.265	0.9663	0.701	3.169	3.034	0.135
europdx_wgs_crc	CRC50_PT_WGS	CRC50_P2_WGS	0.9555	0.9837	0.028	3.015	3.043	0.028
europdx_wgs_crc	CRC51_PT_WGS	CRC51_P4_WGS	0.8453	0.9572	0.112	2.978	2.952	0.026
europdx_wgs_crc	CRC52_PT_WGS	CRC52_P6_WGS	0.6166	0.992	0.375	2.779	2.84	0.061
europdx_wgs_crc	CRC53_PT_WGS	CRC53_P6_WGS	0.2122	0.9905	0.778	1.98	2.006	0.026
europdx_wgs_crc	CRC54_PT_WGS	CRC54_P6_WGS	0.7742	0.9577	0.183	3.042	2.991	0.051
europdx_wgs_crc	CRC56_PT_WGS	CRC56_P5_WGS	0.1382	1.0	0.862	3.016	2.68	0.336
europdx_wgs_crc	CRC57_PT_WGS	CRC57_P6_WGS	0.5473	1.0	0.453	1.97	1.969	0.001
europdx_wgs_crc	CRC58_PT_WGS	CRC58_P6_WGS	0.4757	1.0	0.524	2.869	3.009	0.14
europdx_wgs_crc	CRC59_PT_WGS	CRC59_P4_WGS	0.645	0.9605	0.316	2.944	2.843	0.101
europdx_wgs_crc	CRC60_PT_WGS	CRC60_P4_WGS	0.4081	1.0	0.592	2.007	2.009	0.002
europdx_wgs_crc	CRC61_PT_WGS	CRC61_P6_WGS	0.5667	0.9508	0.384	3.074	3.004	0.07
europdx_wgs_crc	CRC62_PT_WGS	CRC62_P6_WGS	0.5857	0.9542	0.369	3.064	2.956	0.108
europdx_wgs_crc	CRC63_PT_WGS	CRC63_P6_WGS	0.1691	1.0	0.831	2.187	3.023	0.836
europdx_wgs_crc	CRC64_PT_WGS	CRC64_P4_WGS	0.4467	1.0	0.553	2.005	2.006	0.001
europdx_wgs_crc	CRC65_PT_WGS	CRC65_P3_WGS	0.7781	1.0	0.222	2.014	2.019	0.005
europdx_wgs_crc	CRC66_PT_WGS	CRC66_P5_WGS	0.6943	0.9961	0.302	2.002	2.0	0.002
europdx_wgs_crc	CRC68_PT_WGS	CRC68_P6_WGS	0.5829	0.9817	0.399	3.02	3.016	0.004
europdx_wgs_crc	CRC69_PT_WGS	CRC69_P6_WGS	0.2835	0.994	0.711	2.013	2.007	0.006
europdx_wgs_crc	CRC70_PT_WGS	CRC70_P4_WGS	0.7634	0.9877	0.224	3.067	3.012	0.055
europdx_wgs_crc	CRC71_PT_WGS	CRC71_P6_WGS	0.2689	1.0	0.731	2.858	3.117	0.259
europdx_wgs_crc	CRC72_PT_WGS	CRC72_P4_WGS	0.1935	0.9655	0.772	3.341	3.056	0.285
europdx_wgs_crc	CRC77_PT_WGS	CRC77_P3_WGS	0.8981	0.991	0.093	2.005	2.005	0.0
europdx_wgs_crc	CRC78_PT_WGS	CRC78_P4_WGS	0.8513	0.9749	0.124	3.004	2.99	0.014
europdx_wgs_crc	CRC79_PT_WGS	CRC79_P4_WGS	0.2034	1.0	0.797	2.003	2.002	0.001
europdx_wgs_crc	CRC80_PT_WGS	CRC80_P6_WGS	0.6378	0.9883	0.35	2.984	2.982	0.002
europdx_wgs_crc	CRC81_PT_WGS	CRC81_P4_WGS	0.5567	1.0	0.443	2.965	2.674	0.291
europdx_wgs_crc	CRC82_PT_WGS	CRC82_P4_WGS	0.7117	0.9961	0.284	2.04	1.999	0.041
europdx_wgs_crc	CRC83_PT_WGS	CRC83_P3_WGS	0.5544	0.6843	0.13	2.925	2.8	0.125
europdx_wgs_crc	CRC84_PT_WGS	CRC84_P3_WGS	0.2055	0.9415	0.736	2.0	2.061	0.061
europdx_wgs_crc	CRC85_PT_WGS	CRC85_P3_WGS	0.2741	0.9815	0.707	3.096	2.972	0.124
europdx_wgs_crc	CRC86_PT_WGS	CRC86_P6_WGS	0.4162	1.0	0.584	2.712	3.051	0.339
europdx_wgs_crc	CRC87_PT_WGS	CRC87_P4_WGS	0.2361	1.0	0.764	2.171	2.927	0.756
europdx_wgs_crc	CRC88_PT_WGS	CRC88_P3_WGS	0.8052	0.9986	0.193	1.957	1.966	0.009
europdx_wgs_crc	CRC89_PT_WGS	CRC89_P3_WGS	0.4372	0.9557	0.518	2.946	2.959	0.013
europdx_wgs_crc	CRC90_PT_WGS	CRC90_P3_WGS	0.2096	1.0	0.79	3.064	3.068	0.004
europdx_wgs_crc	CRC91_PT_WGS	CRC91_P4_WGS	0.09144	1.0	0.909	3.05	3.012	0.038
europdx_wgs_crc	CRC92_PT_WGS	CRC92_P4_WGS	0.5111	1.0	0.489	3.065	3.011	0.054
europdx_wgs_crc	CRC93_PT_WGS	CRC93_P4_WGS	0.4243	1.0	0.576	2.796	3.008	0.212
europdx_wgs_crc	CRC94_PT_WGS	CRC94_P3_WGS	0.6938	0.9626	0.269	3.009	2.989	0.02
europdx_wgs_crc	CRC95_PT_WGS	CRC95_P4_WGS	0.4683	0.9528	0.484	2.741	3.232	0.491
europdx_wgs_crc	CRC96_PT_WGS	CRC96_P4_WGS	0.3717	0.9871	0.615	1.965	1.928	0.037
europdx_wgs_crc	CRC97_PT_WGS	CRC97_P4_WGS	0.216	0.9842	0.768	2.533	2.026	0.507
europdx_wgs_crc	CRC98_PT_WGS	CRC98_P3_WGS	0.4126	1.0	0.587	2.901	3.328	0.427
europdx_wgs_crc	CRC99_PT_WGS	CRC99_P3_WGS	0.2754	1.0	0.725	2.723	3.031	0.308
europdx_wgs_crc	CRC100_PT_WGS	CRC100_P3_WGS	0.5714	1.0	0.429	2.039	2.052	0.013
hci_snp_breast	HCI-001_PT_AffySNP	HCI-001_P1_AffySNP	0.6396	1.0	0.36	1.996	2.025	0.029
hci_snp_breast	HCI-001_P1_AffySNP	HCI-001_P4_AffySNP	1.0	0.7408	0.259	2.025	2.089	0.064
hci_snp_breast	HCI-002_PT_AffySNP	HCI-002_P0_AffySNP	0.9495	1.0	0.05	2.01	2.013	0.003
hci_snp_breast	HCI-002_P0_AffySNP	HCI-002_P4_AffySNP	1.0	1.0	0.0	2.013	2.011	0.002
hci_snp_breast	HCI-003_PT_AffySNP	HCI-003_P0_AffySNP	0.5872	1.0	0.413	2.01	1.989	0.021
hci_snp_breast	HCI-004_PT_AffySNP	HCI-004_P1_AffySNP	1.0	1.0	0.0	1.945	1.965	0.02
hci_snp_breast	HCI-005_PT_AffySNP	HCI-005_P0_AffySNP	0.9778	1.0	0.022	1.979	1.991	0.012
hci_snp_breast	HCI-007_PT_AffySNP	HCI-007_P0_AffySNP	0.9511	1.0	0.049	1.95	1.99	0.04
hci_snp_breast	HCI-009_PT_AffySNP	HCI-009_P1_AffySNP	0.6602	0.8081	0.148	2.107	2.092	0.015
hci_snp_breast	HCI-010_PT_AffySNP	HCI-010_P1_AffySNP	0.9811	0.8392	0.142	2.145	2.378	0.233
hci_snp_breast	HCI-011_PT_AffySNP	HCI-011_P0_AffySNP	0.2955	1.0	0.705	2.01	1.996	0.014
hci_snp_breast	HCI-012_PT_AffySNP	HCI-012_P1_AffySNP	0.4977	1.0	0.502	2.66	2.127	0.533
hci_snp_breast	HCI-001_PT_AffySNP	HCI-001_P4_AffySNP	0.6396	0.7408	0.101	1.996	2.089	0.093
hci_snp_breast	HCI-002_PT_AffySNP	HCI-002_P4_AffySNP	0.9495	1.0	0.05	2.01	2.011	0.001
hci_wes_breast	HCI-023_PT_WES	HCI-023_P0_WES	0.6463	0.9071	0.261	2.986	2.851	0.135
hci_wes_breast	HCI-027_PTPN_WES	HCI-027_P0_WES	0.874	1.0	0.126	1.947	3.823	1.876
hci_wes_breast	HCI-028_PT_WES	HCI-028_P1_WES	0.5882	0.9582	0.37	2.988	3.061	0.073
hci_wes_breast	HCI-030_PT_WES	HCI-030_P1_WES	0.46	0.9879	0.528	2.794	2.871	0.077
hci_wes_breast	HCI-041_PT_WES	HCI-041_P0_WES	0.4225	0.9769	0.554	2.91	2.85	0.06
jax_snp_bladder	J000098169_J000100945_P0_002P0_AffySNP	J000098169_J000103432_P1_001P0009P1_AffySNP	0.9097	0.903	0.007	2.03	2.02	0.01
jax_snp_bladder	J000098169_J000100948_P0_001P0_AffySNP	J000098169_J000103432_P1_001P0009P1_AffySNP	0.8838	0.903	0.019	2.066	2.02	0.046
jax_snp_bladder	J000100646_J000102432_P0_002P0_AffySNP	J000100646_J000103693_P1_001P0006P1_AffySNP	0.9216	0.889	0.033	2.974	2.97	0.004
jax_snp_bladder	J000100646_J000102435_P0_001P0_AffySNP	J000100646_J000103693_P1_001P0006P1_AffySNP	0.9067	0.889	0.018	2.979	2.97	0.009
jax_snp_bladder	TM00020_BL0382F1232P0_P0_AffySNP	TM00020_BL0382F1232P0001P1_P1_AffySNP	1.0	1.0	0.0	2.972	2.904	0.068
jax_snp_bladder	TM00026_BL0479F1894P0_P0_AffySNP	TM00026_BL0479F1895P0005P1_P1_AffySNP	0.9318	0.9467	0.015	2.031	1.988	0.043
jax_snp_bladder	TM01029_BL0215FPT_PT_AffySNP	TM01029_BL0215F124P0_P0_AffySNP	0.455	0.8629	0.408	1.954	2.882	0.928
jax_snp_breast	J000100674_J000101830_P0_001P0_AffySNP	J000100674_J000103088_P1_001P0006P1_AffySNP	0.9619	0.9387	0.023	1.953	1.971	0.018
jax_snp_breast	J000100674_J000101974_P0_002P0_AffySNP	J000100674_J000103088_P1_001P0006P1_AffySNP	0.9524	0.9387	0.014	1.942	1.971	0.029
jax_snp_breast	J000100675_J000102704_P0_001P0_AffySNP	J000100675_J000104167_P1_001P0006P1_AffySNP	0.9005	0.8166	0.084	2.083	2.077	0.006
jax_snp_breast	J000102184_J000104879_P0_001P0_AffySNP	J000102184_J000105634_P1_001P0006P1_AffySNP	1.0	1.0	0.0	3.179	3.48	0.301
jax_snp_breast	TM00113_BR1180FPT_PT_AffySNP	TM00113_BR1180F160P0472P1_P1_AffySNP	1.0	1.0	0.0	2.313	2.426	0.113
jax_snp_breast	TM01117_TM01117FPT_PT_AffySNP	TM01117_TM01117F270P0_P0_AffySNP	0.6106	1.0	0.389	4.18	3.596	0.584
jax_snp_colorectal	J000094707_J000101139_P0_002P0_AffySNP	J000094707_J000102913_P1_001P0014P1_AffySNP	0.9196	0.8928	0.027	2.014	2.012	0.002
jax_snp_colorectal	J000094707_J000101141_P0_001P0_AffySNP	J000094707_J000102913_P1_001P0014P1_AffySNP	0.8909	0.8928	0.002	2.026	2.012	0.014
jax_snp_colorectal	J000094707_J000101139_P0_002P0_AffySNP	J000094707_J000103479_P1_001P0011P1_AffySNP	0.9196	0.9237	0.004	2.014	2.044	0.03
jax_snp_colorectal	J000094707_J000101141_P0_001P0_AffySNP	J000094707_J000103479_P1_001P0011P1_AffySNP	0.8909	0.9237	0.033	2.026	2.044	0.018
jax_snp_colorectal	J000099318_J000101529_P0_001P0_AffySNP	J000099318_J000103814_P1_001P0006P1_AffySNP	1.0	1.0	0.0	2.007	2.028	0.021
jax_snp_colorectal	J000099318_J000101791_P0_002P0_AffySNP	J000099318_J000103814_P1_001P0006P1_AffySNP	1.0	1.0	0.0	2.009	2.028	0.019
jax_snp_colorectal	J000101006_J000101979_P0_002P0_AffySNP	J000101006_J000103458_P1_001P0007P1_AffySNP	1.0	1.0	0.0	3.026	3.017	0.009
jax_snp_colorectal	J000101006_J000101984_P0_001P0_AffySNP	J000101006_J000103458_P1_001P0007P1_AffySNP	1.0	1.0	0.0	3.018	3.017	0.001
jax_snp_colorectal	J000101328_J000102289_P0_002P0_AffySNP	J000101328_J000103053_P1_001P0009P1_AffySNP	1.0	1.0	0.0	2.003	2.002	0.001
jax_snp_colorectal	J000101328_J000102291_P0_001P0_AffySNP	J000101328_J000103053_P1_001P0009P1_AffySNP	1.0	1.0	0.0	2.004	2.002	0.002
jax_snp_colorectal	J000101329_J000102066_P0_001P0_AffySNP	J000101329_J000103067_P1_001P0006P1_AffySNP	1.0	1.0	0.0	2.004	2.002	0.002
jax_snp_colorectal	J000102630_J000106822_P1_002P0019P1_AffySNP	J000102630_J000107525_P2_002P0019P1003P2_AffySNP	0.906	1.0	0.094	1.955	2.024	0.069
jax_snp_colorectal	TM00980_CN0010FPT_PT_AffySNP	TM00980_CN0010F100P0_P0_AffySNP	0.2897	0.9286	0.639	1.993	2.963	0.97
jax_snp_colorectal	TM01014_CN0500FPT_PT_AffySNP	TM01014_CN0500F107P0_P0_AffySNP	1.0	0.8537	0.146	2.061	2.239	0.178
jax_snp_colorectal	TM01048_CN1641F116P0_P0_AffySNP	TM01048_CN1641F116P0147P1_P1_AffySNP	0.842	0.9823	0.14	2.024	1.999	0.025
jax_snp_colorectal	TM01231_TM01231FPT_PT_AffySNP	TM01231_TM01231F001P0_P0_AffySNP	0.6584	1.0	0.342	2.98	2.79	0.19
jax_snp_colorectal	TM01237_TM01237F560P0_P0_AffySNP	TM01237_TM01237F560P0245P1_P1_AffySNP	0.8394	0.9132	0.074	1.902	1.925	0.023
jax_snp_colorectal	TM01239_TM01239FPT_PT_AffySNP	TM01239_TM01239F561P0_P0_AffySNP	0.6504	1.0	0.35	2.147	2.154	0.007
